State,Age,Sex,LiteracyRate
DADRA & NAGAR HAVELI,15,Female,88.37%
DADRA & NAGAR HAVELI,15,Male,95.79%
DADRA & NAGAR HAVELI,16,Female,83.67%
DADRA & NAGAR HAVELI,16,Male,94.56%
DADRA & NAGAR HAVELI,17,Female,83.19%
DADRA & NAGAR HAVELI,17,Male,94.48%
DADRA & NAGAR HAVELI,18,Female,76.90%
DADRA & NAGAR HAVELI,18,Male,92.78%
DADRA & NAGAR HAVELI,19,Female,78.56%
DADRA & NAGAR HAVELI,19,Male,93.67%
DADRA & NAGAR HAVELI,20,Female,71.94%
DADRA & NAGAR HAVELI,20,Male,92.99%
DADRA & NAGAR HAVELI,21,Female,74.32%
DADRA & NAGAR HAVELI,21,Male,93.78%
DADRA & NAGAR HAVELI,22,Female,71.02%
DADRA & NAGAR HAVELI,22,Male,92.82%
DADRA & NAGAR HAVELI,23,Female,71.59%
DADRA & NAGAR HAVELI,23,Male,92.80%
DADRA & NAGAR HAVELI,24,Female,70.67%
DADRA & NAGAR HAVELI,24,Male,91.46%
DADRA & NAGAR HAVELI,25,Female,66.79%
DADRA & NAGAR HAVELI,25,Male,89.61%
DADRA & NAGAR HAVELI,26,Female,67.90%
DADRA & NAGAR HAVELI,26,Male,89.78%
DADRA & NAGAR HAVELI,27,Female,68.46%
DADRA & NAGAR HAVELI,27,Male,89.32%
DADRA & NAGAR HAVELI,28,Female,66.07%
DADRA & NAGAR HAVELI,28,Male,88.81%
DADRA & NAGAR HAVELI,29,Female,68.27%
DADRA & NAGAR HAVELI,29,Male,89.62%
DADRA & NAGAR HAVELI,30,Female,63.48%
DADRA & NAGAR HAVELI,30,Male,87.01%
DADRA & NAGAR HAVELI,31,Female,63.36%
DADRA & NAGAR HAVELI,31,Male,87.01%
DADRA & NAGAR HAVELI,32,Female,61.85%
DADRA & NAGAR HAVELI,32,Male,86.05%
DADRA & NAGAR HAVELI,33,Female,56.22%
DADRA & NAGAR HAVELI,33,Male,86.38%
DADRA & NAGAR HAVELI,34,Female,62.11%
DADRA & NAGAR HAVELI,34,Male,85.35%
DADRA & NAGAR HAVELI,35,Female,55.21%
DADRA & NAGAR HAVELI,35,Male,80.78%
DADRA & NAGAR HAVELI,36,Female,56.88%
DADRA & NAGAR HAVELI,36,Male,84.58%
DADRA & NAGAR HAVELI,37,Female,53.32%
DADRA & NAGAR HAVELI,37,Male,82.86%
DADRA & NAGAR HAVELI,38,Female,48.61%
DADRA & NAGAR HAVELI,38,Male,80.62%
DADRA & NAGAR HAVELI,39,Female,49.10%
DADRA & NAGAR HAVELI,39,Male,80.34%
DADRA & NAGAR HAVELI,40,Female,41.05%
DADRA & NAGAR HAVELI,40,Male,72.88%
DADRA & NAGAR HAVELI,41,Female,42.30%
DADRA & NAGAR HAVELI,41,Male,76.86%
DADRA & NAGAR HAVELI,42,Female,39.24%
DADRA & NAGAR HAVELI,42,Male,73.32%
DADRA & NAGAR HAVELI,43,Female,36.29%
DADRA & NAGAR HAVELI,43,Male,72.63%
DADRA & NAGAR HAVELI,44,Female,38.66%
DADRA & NAGAR HAVELI,44,Male,74.90%
DADRA & NAGAR HAVELI,45,Female,34.29%
DADRA & NAGAR HAVELI,45,Male,66.01%
DADRA & NAGAR HAVELI,46,Female,36.28%
DADRA & NAGAR HAVELI,46,Male,70.33%
DADRA & NAGAR HAVELI,47,Female,33.65%
DADRA & NAGAR HAVELI,47,Male,69.67%
DADRA & NAGAR HAVELI,48,Female,28.85%
DADRA & NAGAR HAVELI,48,Male,63.97%
DADRA & NAGAR HAVELI,49,Female,32.58%
DADRA & NAGAR HAVELI,49,Male,64.61%
DADRA & NAGAR HAVELI,50,Female,24.90%
DADRA & NAGAR HAVELI,50,Male,59.25%
DADRA & NAGAR HAVELI,51,Female,29.82%
DADRA & NAGAR HAVELI,51,Male,59.80%
DADRA & NAGAR HAVELI,52,Female,29.35%
DADRA & NAGAR HAVELI,52,Male,59.64%
DADRA & NAGAR HAVELI,53,Female,29.34%
DADRA & NAGAR HAVELI,53,Male,60.98%
DADRA & NAGAR HAVELI,54,Female,34.39%
DADRA & NAGAR HAVELI,54,Male,64.77%
DADRA & NAGAR HAVELI,55,Female,23.11%
DADRA & NAGAR HAVELI,55,Male,55.94%
DADRA & NAGAR HAVELI,56,Female,30.17%
DADRA & NAGAR HAVELI,56,Male,55.73%
DADRA & NAGAR HAVELI,57,Female,27.43%
DADRA & NAGAR HAVELI,57,Male,61.34%
DADRA & NAGAR HAVELI,58,Female,23.56%
DADRA & NAGAR HAVELI,58,Male,55.85%
DADRA & NAGAR HAVELI,59,Female,22.56%
DADRA & NAGAR HAVELI,59,Male,52.08%
DADRA & NAGAR HAVELI,60,Female,15.69%
DADRA & NAGAR HAVELI,60,Male,42.27%
DADRA & NAGAR HAVELI,61,Female,20.79%
DADRA & NAGAR HAVELI,61,Male,48.71%
DADRA & NAGAR HAVELI,62,Female,21.30%
DADRA & NAGAR HAVELI,62,Male,51.15%
DADRA & NAGAR HAVELI,63,Female,23.17%
DADRA & NAGAR HAVELI,63,Male,55.43%
DADRA & NAGAR HAVELI,64,Female,20.62%
DADRA & NAGAR HAVELI,64,Male,52.44%
DADRA & NAGAR HAVELI,65,Female,16.81%
DADRA & NAGAR HAVELI,65,Male,40.03%
DADRA & NAGAR HAVELI,66,Female,20.94%
DADRA & NAGAR HAVELI,66,Male,48.94%
DADRA & NAGAR HAVELI,67,Female,19.46%
DADRA & NAGAR HAVELI,67,Male,54.27%
DADRA & NAGAR HAVELI,68,Female,19.75%
DADRA & NAGAR HAVELI,68,Male,46.12%
DADRA & NAGAR HAVELI,69,Female,15.18%
DADRA & NAGAR HAVELI,69,Male,38.43%
DADRA & NAGAR HAVELI,70,Female,9.21%
DADRA & NAGAR HAVELI,70,Male,37.53%
DADRA & NAGAR HAVELI,71,Female,12.31%
DADRA & NAGAR HAVELI,71,Male,30.58%
DADRA & NAGAR HAVELI,72,Female,18.44%
DADRA & NAGAR HAVELI,72,Male,37.17%
DADRA & NAGAR HAVELI,73,Female,16.30%
DADRA & NAGAR HAVELI,73,Male,47.31%
DADRA & NAGAR HAVELI,74,Female,28.00%
DADRA & NAGAR HAVELI,74,Male,47.37%
DADRA & NAGAR HAVELI,75,Female,14.86%
DADRA & NAGAR HAVELI,75,Male,37.63%
DADRA & NAGAR HAVELI,76,Female,18.02%
DADRA & NAGAR HAVELI,76,Male,48.53%
DADRA & NAGAR HAVELI,77,Female,26.98%
DADRA & NAGAR HAVELI,77,Male,46.00%
DADRA & NAGAR HAVELI,78,Female,26.47%
DADRA & NAGAR HAVELI,78,Male,32.56%
DADRA & NAGAR HAVELI,79,Female,24.66%
DADRA & NAGAR HAVELI,79,Male,44.68%
DADRA & NAGAR HAVELI,80,Female,11.05%
DADRA & NAGAR HAVELI,80,Male,37.50%
DADRA & NAGAR HAVELI,81,Female,29.85%
DADRA & NAGAR HAVELI,81,Male,42.42%
DADRA & NAGAR HAVELI,82,Female,42.50%
DADRA & NAGAR HAVELI,82,Male,46.15%
DADRA & NAGAR HAVELI,83,Female,20.00%
DADRA & NAGAR HAVELI,83,Male,66.67%
DADRA & NAGAR HAVELI,84,Female,15.00%
DADRA & NAGAR HAVELI,84,Male,52.94%
DADRA & NAGAR HAVELI,85,Female,21.54%
DADRA & NAGAR HAVELI,85,Male,41.46%
DADRA & NAGAR HAVELI,86,Female,33.33%
DADRA & NAGAR HAVELI,86,Male,68.00%
DADRA & NAGAR HAVELI,87,Female,55.56%
DADRA & NAGAR HAVELI,87,Male,40.00%
DADRA & NAGAR HAVELI,88,Female,28.57%
DADRA & NAGAR HAVELI,88,Male,60.00%
DADRA & NAGAR HAVELI,89,Female,44.44%
DADRA & NAGAR HAVELI,89,Male,77.78%
DADRA & NAGAR HAVELI,90,Female,13.51%
DADRA & NAGAR HAVELI,90,Male,51.85%
DADRA & NAGAR HAVELI,91,Female,28.57%
DADRA & NAGAR HAVELI,91,Male,75.00%
DADRA & NAGAR HAVELI,92,Female,66.67%
DADRA & NAGAR HAVELI,92,Male,93.75%
DADRA & NAGAR HAVELI,93,Female,57.14%
DADRA & NAGAR HAVELI,93,Male,62.50%
DADRA & NAGAR HAVELI,94,Female,70.00%
DADRA & NAGAR HAVELI,94,Male,85.71%
DADRA & NAGAR HAVELI,95,Female,41.18%
DADRA & NAGAR HAVELI,95,Male,62.50%
DADRA & NAGAR HAVELI,96,Female,27.27%
DADRA & NAGAR HAVELI,96,Male,55.56%
DADRA & NAGAR HAVELI,97,Female,66.67%
DADRA & NAGAR HAVELI,97,Male,72.73%
DADRA & NAGAR HAVELI,98,Female,42.86%
DADRA & NAGAR HAVELI,98,Male,100.00%
DADRA & NAGAR HAVELI,99,Female,16.67%
DADRA & NAGAR HAVELI,99,Male,16.67%
DAMAN & DIU,7,Female,82.34%
DAMAN & DIU,7,Male,81.48%
DAMAN & DIU,8,Female,92.53%
DAMAN & DIU,8,Male,93.12%
DAMAN & DIU,9,Female,95.13%
DAMAN & DIU,9,Male,95.88%
DAMAN & DIU,10,Female,94.57%
DAMAN & DIU,10,Male,95.66%
DAMAN & DIU,11,Female,96.02%
DAMAN & DIU,11,Male,97.53%
DAMAN & DIU,12,Female,96.99%
DAMAN & DIU,12,Male,97.58%
DAMAN & DIU,13,Female,97.80%
DAMAN & DIU,13,Male,97.60%
DAMAN & DIU,14,Female,96.69%
DAMAN & DIU,14,Male,96.30%
DAMAN & DIU,15,Female,96.02%
DAMAN & DIU,15,Male,94.63%
DAMAN & DIU,16,Female,95.67%
DAMAN & DIU,16,Male,95.04%
DAMAN & DIU,17,Female,95.42%
DAMAN & DIU,17,Male,93.11%
DAMAN & DIU,18,Female,92.59%
DAMAN & DIU,18,Male,91.31%
DAMAN & DIU,19,Female,93.20%
DAMAN & DIU,19,Male,93.20%
DAMAN & DIU,20,Female,88.60%
DAMAN & DIU,20,Male,92.45%
DAMAN & DIU,21,Female,91.32%
DAMAN & DIU,21,Male,94.35%
DAMAN & DIU,22,Female,87.39%
DAMAN & DIU,22,Male,92.41%
DAMAN & DIU,23,Female,87.87%
DAMAN & DIU,23,Male,93.46%
DAMAN & DIU,24,Female,87.48%
DAMAN & DIU,24,Male,93.69%
DAMAN & DIU,25,Female,82.08%
DAMAN & DIU,25,Male,90.96%
DAMAN & DIU,26,Female,87.57%
DAMAN & DIU,26,Male,93.71%
DAMAN & DIU,27,Female,86.08%
DAMAN & DIU,27,Male,94.42%
DAMAN & DIU,28,Female,83.96%
DAMAN & DIU,28,Male,93.51%
DAMAN & DIU,29,Female,86.64%
DAMAN & DIU,29,Male,93.87%
DAMAN & DIU,30,Female,79.40%
DAMAN & DIU,30,Male,91.11%
DAMAN & DIU,31,Female,87.41%
DAMAN & DIU,31,Male,94.65%
DAMAN & DIU,32,Female,82.42%
DAMAN & DIU,32,Male,92.71%
DAMAN & DIU,33,Female,81.43%
DAMAN & DIU,33,Male,93.73%
DAMAN & DIU,34,Female,83.09%
DAMAN & DIU,34,Male,91.53%
DAMAN & DIU,35,Female,77.70%
DAMAN & DIU,35,Male,88.67%
DAMAN & DIU,36,Female,77.04%
DAMAN & DIU,36,Male,92.60%
DAMAN & DIU,37,Female,80.27%
DAMAN & DIU,37,Male,94.45%
DAMAN & DIU,38,Female,77.38%
DAMAN & DIU,38,Male,92.37%
DAMAN & DIU,39,Female,77.99%
DAMAN & DIU,39,Male,90.89%
DAMAN & DIU,40,Female,71.81%
DAMAN & DIU,40,Male,86.60%
DAMAN & DIU,41,Female,76.89%
DAMAN & DIU,41,Male,91.12%
DAMAN & DIU,42,Female,75.54%
DAMAN & DIU,42,Male,90.69%
DAMAN & DIU,43,Female,72.59%
DAMAN & DIU,43,Male,91.56%
DAMAN & DIU,44,Female,69.91%
DAMAN & DIU,44,Male,91.52%
DAMAN & DIU,45,Female,62.88%
DAMAN & DIU,45,Male,84.55%
DAMAN & DIU,46,Female,70.44%
DAMAN & DIU,46,Male,86.95%
DAMAN & DIU,47,Female,70.21%
DAMAN & DIU,47,Male,87.86%
DAMAN & DIU,48,Female,64.42%
DAMAN & DIU,48,Male,90.90%
DAMAN & DIU,49,Female,66.41%
DAMAN & DIU,49,Male,88.55%
DAMAN & DIU,50,Female,59.17%
DAMAN & DIU,50,Male,82.16%
DAMAN & DIU,51,Female,62.79%
DAMAN & DIU,51,Male,88.28%
DAMAN & DIU,52,Female,60.76%
DAMAN & DIU,52,Male,88.41%
DAMAN & DIU,53,Female,59.78%
DAMAN & DIU,53,Male,89.28%
DAMAN & DIU,54,Female,59.80%
DAMAN & DIU,54,Male,89.03%
DAMAN & DIU,55,Female,51.24%
DAMAN & DIU,55,Male,80.56%
DAMAN & DIU,56,Female,59.38%
DAMAN & DIU,56,Male,86.34%
DAMAN & DIU,57,Female,58.89%
DAMAN & DIU,57,Male,87.41%
DAMAN & DIU,58,Female,56.88%
DAMAN & DIU,58,Male,87.27%
DAMAN & DIU,59,Female,55.68%
DAMAN & DIU,59,Male,86.81%
DAMAN & DIU,60,Female,40.38%
DAMAN & DIU,60,Male,75.40%
DAMAN & DIU,61,Female,46.39%
DAMAN & DIU,61,Male,83.21%
DAMAN & DIU,62,Female,53.27%
DAMAN & DIU,62,Male,83.91%
DAMAN & DIU,63,Female,43.20%
DAMAN & DIU,63,Male,78.78%
DAMAN & DIU,64,Female,43.81%
DAMAN & DIU,64,Male,80.75%
DAMAN & DIU,65,Female,32.06%
DAMAN & DIU,65,Male,70.85%
DAMAN & DIU,66,Female,41.88%
DAMAN & DIU,66,Male,81.27%
DAMAN & DIU,67,Female,50.00%
DAMAN & DIU,67,Male,79.44%
DAMAN & DIU,68,Female,44.94%
DAMAN & DIU,68,Male,79.23%
DAMAN & DIU,69,Female,34.30%
DAMAN & DIU,69,Male,80.00%
DAMAN & DIU,70,Female,28.42%
DAMAN & DIU,70,Male,66.67%
DAMAN & DIU,71,Female,33.64%
DAMAN & DIU,71,Male,74.68%
DAMAN & DIU,72,Female,34.43%
DAMAN & DIU,72,Male,73.91%
DAMAN & DIU,73,Female,33.96%
DAMAN & DIU,73,Male,73.55%
DAMAN & DIU,74,Female,37.41%
DAMAN & DIU,74,Male,77.39%
DAMAN & DIU,75,Female,25.82%
DAMAN & DIU,75,Male,70.48%
DAMAN & DIU,76,Female,33.33%
DAMAN & DIU,76,Male,77.01%
DAMAN & DIU,77,Female,30.61%
DAMAN & DIU,77,Male,73.21%
DAMAN & DIU,78,Female,33.33%
DAMAN & DIU,78,Male,78.38%
DAMAN & DIU,79,Female,30.00%
DAMAN & DIU,79,Male,75.93%
DAMAN & DIU,80,Female,24.73%
DAMAN & DIU,80,Male,65.96%
DAMAN & DIU,81,Female,23.75%
DAMAN & DIU,81,Male,64.10%
DAMAN & DIU,82,Female,28.57%
DAMAN & DIU,82,Male,78.13%
DAMAN & DIU,83,Female,27.08%
DAMAN & DIU,83,Male,58.33%
DAMAN & DIU,84,Female,25.53%
DAMAN & DIU,84,Male,88.46%
DAMAN & DIU,85,Female,23.88%
DAMAN & DIU,85,Male,80.65%
DAMAN & DIU,86,Female,20.00%
DAMAN & DIU,86,Male,94.44%
DAMAN & DIU,87,Female,35.29%
DAMAN & DIU,87,Male,77.27%
DAMAN & DIU,88,Female,28.57%
DAMAN & DIU,88,Male,66.67%
DAMAN & DIU,89,Female,23.53%
DAMAN & DIU,89,Male,72.73%
DAMAN & DIU,90,Female,15.63%
DAMAN & DIU,90,Male,45.00%
DAMAN & DIU,91,Female,33.33%
DAMAN & DIU,91,Male,83.33%
DAMAN & DIU,92,Female,58.82%
DAMAN & DIU,92,Male,70.00%
DAMAN & DIU,93,Female,50.00%
DAMAN & DIU,93,Male,75.00%
DAMAN & DIU,94,Female,50.00%
DAMAN & DIU,94,Male,80.00%
DAMAN & DIU,95,Female,37.50%
DAMAN & DIU,95,Male,71.43%
DAMAN & DIU,96,Female,50.00%
DAMAN & DIU,96,Male,92.31%
DAMAN & DIU,97,Female,50.00%
DAMAN & DIU,97,Male,85.71%
DAMAN & DIU,98,Female,33.33%
DAMAN & DIU,98,Male,100.00%
DAMAN & DIU,99,Female,0.00%
DAMAN & DIU,99,Male,100.00%
DELHI,7,Female,79.86%
DELHI,7,Male,80.20%
DELHI,8,Female,91.26%
DELHI,8,Male,91.70%
DELHI,9,Female,93.29%
DELHI,9,Male,93.86%
DELHI,10,Female,92.86%
DELHI,10,Male,93.49%
DELHI,11,Female,95.48%
DELHI,11,Male,95.93%
DELHI,12,Female,95.86%
DELHI,12,Male,96.29%
DELHI,13,Female,96.22%
DELHI,13,Male,96.82%
DELHI,14,Female,95.81%
DELHI,14,Male,96.53%
DELHI,15,Female,94.93%
DELHI,15,Male,95.36%
DELHI,16,Female,94.90%
DELHI,16,Male,95.21%
DELHI,17,Female,95.00%
DELHI,17,Male,95.36%
DELHI,18,Female,92.80%
DELHI,18,Male,93.27%
DELHI,19,Female,93.57%
DELHI,19,Male,94.83%
DELHI,20,Female,89.23%
DELHI,20,Male,92.67%
DELHI,21,Female,92.18%
DELHI,21,Male,94.77%
DELHI,22,Female,88.60%
DELHI,22,Male,92.69%
DELHI,23,Female,90.21%
DELHI,23,Male,94.46%
DELHI,24,Female,89.38%
DELHI,24,Male,94.07%
DELHI,25,Female,82.62%
DELHI,25,Male,90.68%
DELHI,26,Female,86.89%
DELHI,26,Male,93.00%
DELHI,27,Female,88.22%
DELHI,27,Male,93.83%
DELHI,28,Female,83.64%
DELHI,28,Male,92.36%
DELHI,29,Female,88.31%
DELHI,29,Male,94.65%
DELHI,30,Female,75.55%
DELHI,30,Male,88.22%
DELHI,31,Female,86.41%
DELHI,31,Male,93.94%
DELHI,32,Female,79.66%
DELHI,32,Male,91.43%
DELHI,33,Female,83.14%
DELHI,33,Male,93.86%
DELHI,34,Female,83.06%
DELHI,34,Male,93.61%
DELHI,35,Female,68.78%
DELHI,35,Male,85.10%
DELHI,36,Female,77.73%
DELHI,36,Male,90.65%
DELHI,37,Female,80.70%
DELHI,37,Male,92.91%
DELHI,38,Female,73.91%
DELHI,38,Male,91.05%
DELHI,39,Female,79.21%
DELHI,39,Male,92.56%
DELHI,40,Female,62.89%
DELHI,40,Male,82.45%
DELHI,41,Female,77.90%
DELHI,41,Male,90.84%
DELHI,42,Female,72.80%
DELHI,42,Male,89.56%
DELHI,43,Female,76.20%
DELHI,43,Male,92.61%
DELHI,44,Female,75.55%
DELHI,44,Male,91.48%
DELHI,45,Female,60.17%
DELHI,45,Male,81.36%
DELHI,46,Female,73.52%
DELHI,46,Male,89.40%
DELHI,47,Female,77.36%
DELHI,47,Male,92.22%
DELHI,48,Female,71.07%
DELHI,48,Male,89.86%
DELHI,49,Female,76.38%
DELHI,49,Male,91.16%
DELHI,50,Female,58.13%
DELHI,50,Male,80.05%
DELHI,51,Female,74.42%
DELHI,51,Male,90.24%
DELHI,52,Female,74.10%
DELHI,52,Male,91.41%
DELHI,53,Female,78.27%
DELHI,53,Male,93.65%
DELHI,54,Female,77.36%
DELHI,54,Male,92.76%
DELHI,55,Female,56.88%
DELHI,55,Male,82.57%
DELHI,56,Female,71.16%
DELHI,56,Male,90.71%
DELHI,57,Female,76.51%
DELHI,57,Male,93.64%
DELHI,58,Female,68.11%
DELHI,58,Male,91.57%
DELHI,59,Female,70.88%
DELHI,59,Male,91.12%
DELHI,60,Female,45.69%
DELHI,60,Male,75.74%
DELHI,61,Female,61.47%
DELHI,61,Male,86.38%
DELHI,62,Female,59.64%
DELHI,62,Male,84.49%
DELHI,63,Female,68.80%
DELHI,63,Male,89.33%
DELHI,64,Female,68.72%
DELHI,64,Male,89.13%
DELHI,65,Female,45.41%
DELHI,65,Male,75.23%
DELHI,66,Female,60.72%
DELHI,66,Male,86.09%
DELHI,67,Female,71.05%
DELHI,67,Male,91.68%
DELHI,68,Female,66.79%
DELHI,68,Male,90.36%
DELHI,69,Female,67.17%
DELHI,69,Male,90.54%
DELHI,70,Female,41.65%
DELHI,70,Male,72.48%
DELHI,71,Female,57.89%
DELHI,71,Male,86.19%
DELHI,72,Female,63.78%
DELHI,72,Male,88.62%
DELHI,73,Female,69.61%
DELHI,73,Male,92.12%
DELHI,74,Female,67.99%
DELHI,74,Male,90.40%
DELHI,75,Female,45.88%
DELHI,75,Male,77.44%
DELHI,76,Female,57.54%
DELHI,76,Male,86.35%
DELHI,77,Female,70.47%
DELHI,77,Male,92.07%
DELHI,78,Female,64.05%
DELHI,78,Male,89.39%
DELHI,79,Female,64.09%
DELHI,79,Male,90.31%
DELHI,80,Female,37.91%
DELHI,80,Male,69.34%
DELHI,81,Female,50.07%
DELHI,81,Male,82.65%
DELHI,82,Female,62.35%
DELHI,82,Male,87.72%
DELHI,83,Female,65.64%
DELHI,83,Male,90.89%
DELHI,84,Female,63.15%
DELHI,84,Male,89.15%
DELHI,85,Female,39.23%
DELHI,85,Male,71.49%
DELHI,86,Female,49.40%
DELHI,86,Male,81.66%
DELHI,87,Female,63.66%
DELHI,87,Male,87.95%
DELHI,88,Female,58.38%
DELHI,88,Male,87.04%
DELHI,89,Female,57.60%
DELHI,89,Male,88.14%
DELHI,90,Female,31.13%
DELHI,90,Male,64.82%
DELHI,91,Female,48.77%
DELHI,91,Male,80.65%
DELHI,92,Female,68.35%
DELHI,92,Male,87.16%
DELHI,93,Female,75.21%
DELHI,93,Male,89.36%
DELHI,94,Female,69.38%
DELHI,94,Male,88.87%
DELHI,95,Female,45.84%
DELHI,95,Male,73.54%
DELHI,96,Female,59.04%
DELHI,96,Male,82.03%
DELHI,97,Female,75.00%
DELHI,97,Male,87.68%
DELHI,98,Female,64.66%
DELHI,98,Male,83.69%
DELHI,99,Female,54.79%
DELHI,99,Male,79.92%
GOA,7,Female,83.36%
GOA,7,Male,83.00%
GOA,8,Female,94.10%
GOA,8,Male,94.70%
GOA,9,Female,95.88%
GOA,9,Male,96.33%
GOA,10,Female,95.83%
GOA,10,Male,96.40%
GOA,11,Female,96.95%
GOA,11,Male,97.62%
GOA,12,Female,97.36%
GOA,12,Male,98.16%
GOA,13,Female,97.64%
GOA,13,Male,98.21%
GOA,14,Female,97.60%
GOA,14,Male,98.19%
GOA,15,Female,97.18%
GOA,15,Male,98.06%
GOA,16,Female,97.32%
GOA,16,Male,97.95%
GOA,17,Female,97.31%
GOA,17,Male,97.62%
GOA,18,Female,96.06%
GOA,18,Male,96.78%
GOA,19,Female,96.23%
GOA,19,Male,96.77%
GOA,20,Female,93.80%
GOA,20,Male,95.93%
GOA,21,Female,95.20%
GOA,21,Male,96.34%
GOA,22,Female,94.28%
GOA,22,Male,95.58%
GOA,23,Female,94.80%
GOA,23,Male,96.07%
GOA,24,Female,94.44%
GOA,24,Male,96.20%
GOA,25,Female,90.10%
GOA,25,Male,94.49%
GOA,26,Female,92.55%
GOA,26,Male,94.91%
GOA,27,Female,94.32%
GOA,27,Male,95.94%
GOA,28,Female,92.84%
GOA,28,Male,95.54%
GOA,29,Female,93.54%
GOA,29,Male,95.66%
GOA,30,Female,88.55%
GOA,30,Male,93.03%
GOA,31,Female,92.34%
GOA,31,Male,94.85%
GOA,32,Female,93.05%
GOA,32,Male,95.48%
GOA,33,Female,93.29%
GOA,33,Male,96.03%
GOA,34,Female,92.75%
GOA,34,Male,95.91%
GOA,35,Female,86.39%
GOA,35,Male,91.95%
GOA,36,Female,90.15%
GOA,36,Male,93.90%
GOA,37,Female,91.57%
GOA,37,Male,95.38%
GOA,38,Female,89.92%
GOA,38,Male,94.95%
GOA,39,Female,88.85%
GOA,39,Male,94.02%
GOA,40,Female,80.61%
GOA,40,Male,90.01%
GOA,41,Female,87.13%
GOA,41,Male,93.40%
GOA,42,Female,87.89%
GOA,42,Male,94.22%
GOA,43,Female,87.91%
GOA,43,Male,93.97%
GOA,44,Female,85.98%
GOA,44,Male,93.35%
GOA,45,Female,77.16%
GOA,45,Male,88.50%
GOA,46,Female,83.60%
GOA,46,Male,91.76%
GOA,47,Female,84.19%
GOA,47,Male,93.44%
GOA,48,Female,81.98%
GOA,48,Male,91.84%
GOA,49,Female,81.20%
GOA,49,Male,91.13%
GOA,50,Female,71.50%
GOA,50,Male,86.99%
GOA,51,Female,78.54%
GOA,51,Male,90.79%
GOA,52,Female,80.92%
GOA,52,Male,91.82%
GOA,53,Female,79.86%
GOA,53,Male,92.46%
GOA,54,Female,77.20%
GOA,54,Male,91.64%
GOA,55,Female,67.19%
GOA,55,Male,87.18%
GOA,56,Female,73.53%
GOA,56,Male,88.95%
GOA,57,Female,77.04%
GOA,57,Male,91.86%
GOA,58,Female,74.90%
GOA,58,Male,89.98%
GOA,59,Female,70.81%
GOA,59,Male,88.45%
GOA,60,Female,54.90%
GOA,60,Male,79.76%
GOA,61,Female,62.47%
GOA,61,Male,84.77%
GOA,62,Female,64.82%
GOA,62,Male,85.63%
GOA,63,Female,68.10%
GOA,63,Male,87.19%
GOA,64,Female,62.39%
GOA,64,Male,84.17%
GOA,65,Female,50.05%
GOA,65,Male,75.79%
GOA,66,Female,57.94%
GOA,66,Male,81.83%
GOA,67,Female,63.65%
GOA,67,Male,84.48%
GOA,68,Female,61.28%
GOA,68,Male,83.88%
GOA,69,Female,57.84%
GOA,69,Male,80.75%
GOA,70,Female,44.31%
GOA,70,Male,70.65%
GOA,71,Female,53.12%
GOA,71,Male,78.27%
GOA,72,Female,59.45%
GOA,72,Male,81.09%
GOA,73,Female,60.76%
GOA,73,Male,83.64%
GOA,74,Female,60.38%
GOA,74,Male,82.26%
GOA,75,Female,48.77%
GOA,75,Male,74.18%
GOA,76,Female,56.25%
GOA,76,Male,78.51%
GOA,77,Female,64.29%
GOA,77,Male,84.43%
GOA,78,Female,62.20%
GOA,78,Male,84.76%
GOA,79,Female,58.65%
GOA,79,Male,82.18%
GOA,80,Female,42.69%
GOA,80,Male,66.36%
GOA,81,Female,51.95%
GOA,81,Male,76.78%
GOA,82,Female,58.26%
GOA,82,Male,81.94%
GOA,83,Female,62.09%
GOA,83,Male,82.78%
GOA,84,Female,61.90%
GOA,84,Male,77.15%
GOA,85,Female,46.14%
GOA,85,Male,73.24%
GOA,86,Female,57.14%
GOA,86,Male,77.23%
GOA,87,Female,59.73%
GOA,87,Male,84.44%
GOA,88,Female,62.50%
GOA,88,Male,86.57%
GOA,89,Female,56.04%
GOA,89,Male,83.23%
GOA,90,Female,46.03%
GOA,90,Male,65.47%
GOA,91,Female,52.89%
GOA,91,Male,79.61%
GOA,92,Female,65.44%
GOA,92,Male,88.24%
GOA,93,Female,76.34%
GOA,93,Male,84.75%
GOA,94,Female,68.00%
GOA,94,Male,86.49%
GOA,95,Female,48.65%
GOA,95,Male,81.52%
GOA,96,Female,56.96%
GOA,96,Male,78.18%
GOA,97,Female,63.79%
GOA,97,Male,82.86%
GOA,98,Female,54.84%
GOA,98,Male,83.61%
GOA,99,Female,37.50%
GOA,99,Male,59.09%
GUJARAT,7,Female,78.18%
GUJARAT,7,Male,80.31%
GUJARAT,8,Female,89.01%
GUJARAT,8,Male,90.86%
GUJARAT,9,Female,92.32%
GUJARAT,9,Male,93.99%
GUJARAT,10,Female,91.75%
GUJARAT,10,Male,93.51%
GUJARAT,11,Female,93.76%
GUJARAT,11,Male,95.61%
GUJARAT,12,Female,92.91%
GUJARAT,12,Male,95.28%
GUJARAT,13,Female,93.24%
GUJARAT,13,Male,95.80%
GUJARAT,14,Female,92.49%
GUJARAT,14,Male,95.50%
GUJARAT,15,Female,90.40%
GUJARAT,15,Male,94.13%
GUJARAT,16,Female,90.29%
GUJARAT,16,Male,94.39%
GUJARAT,17,Female,90.11%
GUJARAT,17,Male,94.47%
GUJARAT,18,Female,86.38%
GUJARAT,18,Male,92.87%
GUJARAT,19,Female,86.60%
GUJARAT,19,Male,93.81%
